Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
A multi-level approach using genetic algorithms in an ensemble of Least Squares Support Vector Machines,"Padilha, C.A.D.A.| Barone, D.A.C.| Neto, A.D.D.",3,41262081900| 7004906590| 7102618949,2016,2016-08-15,Knowledge-Based Systems,106,-,85-95,-,ISSN-09507051,24772,Journal,2.7,3,8.2,6,1.709,6,0.78,27,30,1.89,10.59,11,14,0,"Padilha, C.A.D.A., Barone, D.A.C., Neto, A.D.D. (2016).A multi-level approach using genetic algorithms in an ensemble of Least Squares Support Vector Machines. Knowledge-Based Systems,10685-95",https://www.scopus.com/record/display.url?eid=2-s2.0-84970044612&origin=resultslist,10.1016/j.knosys.2016.05.033,Article,,2-s2.0-84970044612,-,Universidade Federal do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte,2,60006726| 60023857,Universidade Federal do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte,41262081900,7102618949,41262081900,-,Brazil,1404| 1702| 1712| 1802,Management Information Systems| Artificial Intelligence| Software| Information Systems and Management,-,"Classification (Of Information),Learning Systems,Algorithms",195,"Classifier Ensemble,Adaboost,Transfer Of Learning",417,93.846,98.979
Nonholonomic mobile robots' trajectory tracking model predictive control: A survey,"Nascimento, T.P.| Dórea, C.E.T.| Gonçalves, L.M.G.",3,18038159700| 7004096252| 8843298100,2018,2018-05-01,Robotica,36,5,676-696,-,ISSN-02635747,18078,Journal,1.05,28,3.3,9,0.476,34,2.85,83,30,3.42,7.9,7,6,0,"Nascimento, T.P., Dórea, C.E.T., Gonçalves, L.M.G. (2018).Nonholonomic mobile robots' trajectory tracking model predictive control: A survey. Robotica,36(5) 676-696",https://www.scopus.com/record/display.url?eid=2-s2.0-85041585933&origin=resultslist,10.1017/S0263574717000637,Article,,2-s2.0-85041585933,-,Universidade Federal da Paraíba| Universidade Federal do Rio Grande do Norte,2,60011324| 60023857,Universidade Federal da Paraíba| Universidade Federal do Rio Grande do Norte,18038159700,8843298100,18038159700,-,Brazil,1706| 1712| 2207| 2600,Computer Science Applications| Software| Control and Systems Engineering| General Mathematics,-,"Control,Controllers,Linear Matrix Inequalities",9,"Nonholonomic,Controller,Mobile Robots",2364,97.592,95.187
A Survey and Taxonomy of FPGA-based Deep Learning Accelerators,"Blaiech, A.G.| Ben Khalifa, K.| Valderrama, C.| Fernandes, M.A.C.| Bedoui, M.H.",5,36959429300| 7004578962| 6602815648| 7202947679| 8561556100,2019,2019-09-01,Journal of Systems Architecture,98,-,331-345,-,ISSN-13837621,12398,Journal,1.3,18,3.6,38,0.425,44,0.91,38,29,1.38,21.08,5,21,2,"Blaiech, A.G., Ben Khalifa, K., Valderrama, C. and 2 more (...) (2019).A Survey and Taxonomy of FPGA-based Deep Learning Accelerators. Journal of Systems Architecture,98331-345",https://www.scopus.com/record/display.url?eid=2-s2.0-85063404030&origin=resultslist,10.1016/j.sysarc.2019.01.007,Review,,2-s2.0-85063404030,-,University of Sousse| Universite de Mons| University of Monastir| Universidade Federal do Rio Grande do Norte,4,60070320| 60058071| 60064025| 60050038| 60010758| 60023857,"Institut Supérieur des Sciences Appliquées et de Technologie de Sousse| Université de Sousse| Université de Monastir, Faculté de Médecine de Monastir| Université de Monastir| Université de Mons| Universidade Federal do Rio Grande do Norte",36959429300,8561556100,36959429300,-,Belgium| Tunisia| Brazil,1708| 1712,Hardware and Architecture| Software,-,"Algorithms,Computer Vision,Models",0,"Particle Accelerators,Convolutional Neural Network,TOPS",1016560,99.799,99.623
Real-time wavelet-based grid impedance estimation method,"Alves, D.K.| Ribeiro, R.L.A.| Costa, F.B.| Rocha, T.O.A.",4,56597608500| 7202534599| 22333585200| 55570200500,2019,2019-10-01,IEEE Transactions on Industrial Electronics,66,10,8263-8265,8469153,ISSN-02780046,26053,Journal,3.29,2,16.4,2,2.911,3,0.7,14,28,2.9,9.64,5,8,0,"Alves, D.K., Ribeiro, R.L.A., Costa, F.B. and 1 more (...) (2019).Real-time wavelet-based grid impedance estimation method. IEEE Transactions on Industrial Electronics,66(10) 8263-8265",https://www.scopus.com/record/display.url?eid=2-s2.0-85054231601&origin=resultslist,10.1109/TIE.2018.2870407,Article,,2-s2.0-85054231601,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,56597608500,55570200500,56597608500,-,Brazil,2207| 2208,Control and Systems Engineering| Electrical and Electronic Engineering,SDG 7,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Harmonics,Electric Impedance,Phasor Measurement Units",16653,98.462,89.184
A customer feedback platform for vehicle manufacturing compliant with industry 4.0 vision,"Silva, M.| Vieira, E.| Signoretti, G.| Silva, I.| Silva, D.| Ferrari, P.",6,57207807053| 57204021700| 57192920994| 36537969500| 24722389500| 57195277194,2018,2018-10-01,Sensors (Switzerland),18,10,-,3298,ISSN-14248220,130124,Journal,1.62,10,4.3,18,0.592,26,6.83,156,28,2.38,11.33,8,10,0,"Silva, M., Vieira, E., Signoretti, G. and 3 more (...) (2018).A customer feedback platform for vehicle manufacturing compliant with industry 4.0 vision. Sensors (Switzerland),18(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85054072596&origin=resultslist,10.3390/s18103298,Article,Gold|Green,2-s2.0-85054072596,30275360,Universidade Federal do Rio Grande do Norte| University of Brescia,2,60023857| 60023857| 60023857| 60015300,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Università degli Studi di Brescia,57207807053,57195277194,57207807053,-,Italy| Brazil,1303| 1602| 1710| 2208| 3105| 3107,"Biochemistry| Analytical Chemistry| Information Systems| Electrical and Electronic Engineering| Instrumentation| Atomic and Molecular Physics, and Optics",SDG 9,"Embedded Systems,Scheduling,Real Time Systems",667,"Computer Security,CAN Bus,Electronic Control",30428,51.906,97.726
A wavelet-based hybrid islanding detection system applied for distributed generators interconnected to AC microgrids,"Paiva, S.C.| Ribeiro, R.L.D.A.| Alves, D.K.| Costa, F.B.| Rocha, T.D.O.A.",5,56597645600| 7202534599| 56597608500| 22333585200| 55570200500,2020,2020-10-01,International Journal of Electrical Power and Energy Systems,121,-,-,106032,ISSN-01420615,17985,Journal,1.71,12,7.5,14,1.05,14,1.24,23,26,3.94,6.59,3,5,0,"Paiva, S.C., Ribeiro, R.L.D.A., Alves, D.K. and 2 more (...) (2020).A wavelet-based hybrid islanding detection system applied for distributed generators interconnected to AC microgrids. International Journal of Electrical Power and Energy Systems,121",https://www.scopus.com/record/display.url?eid=2-s2.0-85084093055&origin=resultslist,10.1016/j.ijepes.2020.106032,Article,,2-s2.0-85084093055,-,Universidade Federal Rural do Semi-Árido| Universidade Federal do Rio Grande do Norte,2,60023857| 60033203,Universidade Federal do Rio Grande do Norte| Universidade Federal Rural do Semi-Árido – UFERSA,56597645600,55570200500,56597645600,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,SDG 7,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Distributed Generation,Inverter,Detection Method",8645,98.462,94.953
Parallel Implementation of Reinforcement Learning Q-Learning Technique for FPGA,"Da Silva, L.M.D.| Torquato, M.F.| Fernandes, M.A.C.",3,57205121703| 57195314921| 7202947679,2019,2019-01-01,IEEE Access,7,-,2782-2798,8574886,ISSN-21693536,21100374601,Journal,1.77,9,3.9,16,0.775,13,1.73,39,25,3.24,7.71,6,6,0,"Da Silva, L.M.D., Torquato, M.F., Fernandes, M.A.C. (2019).Parallel Implementation of Reinforcement Learning Q-Learning Technique for FPGA. IEEE Access,72782-2798",https://www.scopus.com/record/display.url?eid=2-s2.0-85058653215&origin=resultslist,10.1109/ACCESS.2018.2885950,Article,Gold|Green,2-s2.0-85058653215,-,Swansea University| Universidade Federal do Rio Grande do Norte,2,121943445| 60004572| 60023857,Federal Institute of Rio Grande do Norte| Swansea University| Universidade Federal do Rio Grande do Norte,57205121703,7202947679,7202947679,-,United Kingdom| Brazil,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,-,"Neural Networks,Forecasting,Algorithms",725,"Activation Function,FPGA Implementation,Hardware",25675,42.676,76.146
A hybrid path loss prediction model based on artificial neural networks using empirical models for LTE and LTE-A at 800 MHz and 2600 MHz,"Cavalcanti, B.J.| Cavalcante, G.A.| De Mendonça, L.M.| Cantanhede, G.M.| De Oliveira, M.M.M.| D'Assunção, A.G.",6,57196081200| 57213490184| 6701515542| 57196076689| 57196083051| 7004474343,2017,2017-09-01,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",16,3,708-722,-,ISSN-21791074,20500195068,Journal,0.46,66,0.6,77,0.146,80,0.73,22,24,0.96,10.44,13,30,0,"Cavalcanti, B.J., Cavalcante, G.A., De Mendonça, L.M. and 3 more (...) (2017).A hybrid path loss prediction model based on artificial neural networks using empirical models for LTE and LTE-A at 800 MHz and 2600 MHz. Journal of Microwaves, Optoelectronics and Electromagnetic Applications,16(3) 708-722",https://www.scopus.com/record/display.url?eid=2-s2.0-85031763084&origin=resultslist,10.1590/2179-10742017v16i3925,Article,Gold|Green,2-s2.0-85031763084,-,Universidade Federal do Rio Grande do Norte,1,114000782| 60023857,Federal Institute of Education| Universidade Federal do Rio Grande do Norte,57196081200,7004474343,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Prediction,Ericsson,Radio Transmission",18077,97.793,82.768
A Wavelet-Based Busbar Differential Protection,"Silva, K.M.| Escudero, A.M.P.| Lopes, F.V.| Costa, F.B.",4,9744170000| 57201613204| 55700698000| 22333585200,2018,2018-06-01,IEEE Transactions on Power Delivery,33,3,1194-1204,-,ISSN-08858977,17370,Journal,2.44,4,8.2,6,1.844,5,0.71,17,24,1.99,12.05,10,13,0,"Silva, K.M., Escudero, A.M.P., Lopes, F.V. and 1 more (...) (2018).A Wavelet-Based Busbar Differential Protection. IEEE Transactions on Power Delivery,33(3) 1194-1204",https://www.scopus.com/record/display.url?eid=2-s2.0-85032276612&origin=resultslist,10.1109/TPWRD.2017.2764058,Article,Green,2-s2.0-85032276612,-,Universidade de Brasília| Universidade Federal do Rio Grande do Norte,2,60024989| 60023857,Universidade de Brasília| Universidade Federal do Rio Grande do Norte,9744170000,22333585200,9744170000,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,-,"Electric Fault Location,Electric Lines,Electric Power Distribution",407,"Electric Instrument Transformers,Busbars,Relay Protection",24231,64.883,81.325
On the use of LoRaWAN for the monitoring and control of distributed energy resources in a smart campus,"Pasetti, M.| Ferrari, P.| Silva, D.R.C.| Silva, I.| Sisinni, E.",5,56364842100| 57195277194| 24722389500| 36537969500| 24777116800,2020,2020-01-01,Applied Sciences (Switzerland),10,1,-,320,ISSN-20763417,21100829268,Journal,1.07,32,3,29,0.435,31,3.69,74,23,3.97,5.79,4,5,0,"Pasetti, M., Ferrari, P., Silva, D.R.C. and 2 more (...) (2020).On the use of LoRaWAN for the monitoring and control of distributed energy resources in a smart campus. Applied Sciences (Switzerland),10(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85079219286&origin=resultslist,10.3390/app10010320,Article,Gold,2-s2.0-85079219286,-,Universidade Federal do Rio Grande do Norte| University of Brescia,2,60015300| 60023857| 60023857,Università degli Studi di Brescia| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,56364842100,24777116800,56364842100,-,Italy| Brazil,1507| 1508| 1706| 2200| 2500| 3105,Fluid Flow and Transfer Processes| Process Chemistry and Technology| Computer Science Applications| General Engineering| General Materials Science| Instrumentation,SDG 7| SDG 9,"Radio Frequency Identification (RFID),Technology,Internet",872,"Chloralodol,Hyaluronate Lyase,Low Power",45602,74.114,99.395
State derivative feedback in second-order linear systems: A comparative analysis of perturbed eigenvalues under coefficient variation,"Araújo, J.M.| Dórea, C.E.T.| Gonçalves, L.M.G.| Datta, B.N.",4,36808912600| 7004096252| 8843298100| 56782204400,2016,2016-08-01,Mechanical Systems and Signal Processing,76-77,-,33-46,-,ISSN-08883270,21080,Journal,3.11,2,7.2,2,2.03,1,2.19,52,23,1.63,8.59,15,17,0,"Araújo, J.M., Dórea, C.E.T., Gonçalves, L.M.G. and 1 more (...) (2016).State derivative feedback in second-order linear systems: A comparative analysis of perturbed eigenvalues under coefficient variation. Mechanical Systems and Signal Processing,76-7733-46",https://www.scopus.com/record/display.url?eid=2-s2.0-84975784176&origin=resultslist,10.1016/j.ymssp.2016.02.014,Article,,2-s2.0-84975784176,-,Northern Illinois University| Universidade Federal do Rio Grande do Norte,2,60023857| 60009550,Universidade Federal do Rio Grande do Norte| Northern Illinois University,36808912600,56782204400,36808912600,-,United States| Brazil,1706| 1711| 2202| 2205| 2207| 2210,Computer Science Applications| Signal Processing| Aerospace Engineering| Civil and Structural Engineering| Control and Systems Engineering| Mechanical Engineering,-,"Control,Controllers,Linear Matrix Inequalities",9,"Eigenstructure Assignment,Pole Placement,Pole",12091,97.592,81.903
Wavelet-based analysis and detection of traveling waves due to DC faults in LCC HVDC systems,"Marques da Silva, D.| Costa, F.B.| Miranda, V.| Leite, H.",4,57203054843| 22333585200| 35581693000| 35324837700,2019,2019-01-01,International Journal of Electrical Power and Energy Systems,104,-,291-300,-,ISSN-01420615,17985,Journal,1.85,8,8.9,8,1.203,13,1.04,38,22,2.2,9.99,8,12,0,"Marques da Silva, D., Costa, F.B., Miranda, V. and 1 more (...) (2019).Wavelet-based analysis and detection of traveling waves due to DC faults in LCC HVDC systems. International Journal of Electrical Power and Energy Systems,104291-300",https://www.scopus.com/record/display.url?eid=2-s2.0-85049810398&origin=resultslist,10.1016/j.ijepes.2018.07.011,Article,,2-s2.0-85049810398,-,University of Porto| Universidade Federal do Rio Grande do Norte,2,60023857| 60007249,Universidade Federal do Rio Grande do Norte| Universidade do Porto,57203054843,35324837700,57203054843,-,Portugal| Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,SDG 7,"Electric Fault Location,Electric Lines,Electric Power Distribution",407,"High Voltage Direct Current System,Power Line,Grounding Electrodes",25319,64.883,90.946
Deep neural network hardware implementation based on stacked sparse autoencoder,"Coutinho, M.G.F.| Torquato, M.F.| Fernandes, M.A.C.",3,57208260908| 57195314921| 7202947679,2019,2019-01-01,IEEE Access,7,-,40674-40694,8678408,ISSN-21693536,21100374601,Journal,1.77,9,3.9,16,0.775,13,0.53,12,21,2.72,7.71,8,8,0,"Coutinho, M.G.F., Torquato, M.F., Fernandes, M.A.C. (2019).Deep neural network hardware implementation based on stacked sparse autoencoder. IEEE Access,740674-40694",https://www.scopus.com/record/display.url?eid=2-s2.0-85064253773&origin=resultslist,10.1109/ACCESS.2019.2907261,Article,Gold|Green,2-s2.0-85064253773,-,Swansea University| Universidade Federal do Rio Grande do Norte,2,60023857| 60004572,Universidade Federal do Rio Grande do Norte| Swansea University,57208260908,7202947679,7202947679,-,United Kingdom| Brazil,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,-,"Algorithms,Computer Vision,Models",0,"Particle Accelerators,Convolutional Neural Network,TOPS",1016560,99.799,99.623
Unmanned surface vehicle simulator with realistic environmental disturbances,"Paravisi, M.| Santos, D.H.| Jorge, V.| Heck, G.| Gonçalves, L.M.| Amory, A.",6,35105651100| 57190606005| 36175720000| 55315861700| 8843298100| 8293027500,2019,2019-01-01,Sensors (Switzerland),19,5,-,1068,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,0.63,14,21,2.23,9.41,8,11,0,"Paravisi, M., Santos, D.H., Jorge, V. and 3 more (...) (2019).Unmanned surface vehicle simulator with realistic environmental disturbances. Sensors (Switzerland),19(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062393585&origin=resultslist,10.3390/s19051068,Article,Gold|Green,2-s2.0-85062393585,30832355,"Instituto Tecnológico de Aeronáutica| Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte| Pontifícia Universidade Católica de Campinas",4,60109442| 60029534| 60023857| 60021657,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Pontificia Universidade Catolica de Campinas| Universidade Federal do Rio Grande do Norte| Instituto Tecnologico de Aeronautica",35105651100,8293027500,8293027500,-,Brazil,1303| 1602| 1710| 2208| 3105| 3107,"Biochemistry| Analytical Chemistry| Information Systems| Electrical and Electronic Engineering| Instrumentation| Atomic and Molecular Physics, and Optics",-,"Control,Controllers,Linear Matrix Inequalities",9,"Unmanned Surface Vehicles,Controller,Autonomous Underwater Vehicle (AUV)",2132,97.592,99.318
